NumeroArticulo,DescripcionArticulo,EnStock,UnidadMedida,GrupoArticulos,UltimaFechaCompra,UltimoPrecioCompra,UltimaMonedaCompra,
RP4926,COUP SHEAR PIN-LS 8GBH-270-D (1SET=4PC),2,UNIDAD,REPUESTOS,25/04/2025,"26,342.03",COR,
RP4927,COUP SHEAR PIN-LS TH 550S (1SET=5PC),2,UNIDAD,REPUESTOS,25/04/2025,"26,342.03",COR,
RP4928,BOBINA SECUNDARIA MI 2300 CD PB1288,10,UNIDAD,REPUESTOS,08/05/2025,"1,561.02",COR,
RP493,FILTRO AIRE ACONDICIONADO 293-1137,2,UNIDAD,REPUESTOS,05/08/2021,"1,758.64",COR,
RP4931,ARBOL R8 3/4 Pulgadas,1,UNIDAD,REPUESTOS,16/05/2025,"2,540.30",COR,
RP4933,JUEGO DE MACHOS 7/16X14,1,UNIDAD,REPUESTOS,16/05/2025,980.4,COR,
RP4934,JUEGO DE MACHOS 14X2.0MM,1,UNIDAD,REPUESTOS,16/05/2025,"1,312.90",COR,
RP4935,JUEGO DE MACHOS 16X2.0MM,2,UNIDAD,REPUESTOS,16/05/2025,"1,448.75",COR,
RP4936,JUEGO DE MACHOS 1X8,2,UNIDAD,REPUESTOS,16/05/2025,"3,450.40",COR,
RP4937,JUEGO DE MACHO 7/8X9,2,UNIDAD,REPUESTOS,16/05/2025,"2,828.15",COR,
RP4940,CALZA P/TORNO TNMG 431-TF IC907 ISCAR,10,UNIDAD,REPUESTOS,13/06/2025,506.35,COR,
RP4942,CRIBA P/JF-80 5MM,1,UNIDAD,REPUESTOS,01/07/2025,"3,585.33",COR,
RP4946,MANGUERA HIDRAULICA DE 1-1/4 PulgadasX13.5 Pulgadas,2,UNIDAD,REPUESTOS,10/07/2025,"5,940.89",COR,
RP4947,MANGUERA HIDRAULICA DE 1 PulgadasX34 Pulgadas,2,UNIDAD,REPUESTOS,10/07/2025,"5,429.65",COR,
RP4948,MANGUERA HIDRAULICA DE 1 PulgadasX52 Pulgadas,2,UNIDAD,REPUESTOS,10/07/2025,"4,611.37",COR,
RP4949,MANGUERA HIDRAULICA DE 3/8 PulgadasX4.5FT,6,UNIDAD,REPUESTOS,10/07/2025,"1,437.19",COR,
RP4950,MANGUERA HIDRAULICA DE 1/2 PulgadasX3.5FT,4,UNIDAD,REPUESTOS,10/07/2025,"1,258.24",COR,
RP4951,MANGUERA HIDRAULICA DE 1/2 PulgadasX2.5FT,15,UNIDAD,REPUESTOS,15/10/2025,"1,002.21",COR,
RP4952,MANGUERA HIDRAULICA DE 1/2 PulgadasX9.5FT,2,UNIDAD,REPUESTOS,10/07/2025,"2,209.93",COR,
RP4953,MANGUERA DE 1/4 Pulgadas PARA LUBRICACION,12,UNIDAD,REPUESTOS,10/07/2025,897.166,COR,
RP4954,KIT DE REPARACION DE ORING PARA PISTON NEUMATICO DE 50 MM PS-MCQV,4,UNIDAD,REPUESTOS,16/07/2025,496.8,COR,
RP4959,CADENA REDLER PIN HUECO PASO 6 DE 100 000LB,"1,510.00",PIES,REPUESTOS,04/09/2025,882.52,COR,
RP4960,CADENA REDLER PIN HUECO PASO 6 DE 60 000LB,10,PIES,REPUESTOS,04/09/2025,809.16,COR,
RP4961,CADENA REDLER PIN HUECO PASO 6 DE 30 000LB,500,PIES,REPUESTOS,04/09/2025,744.59,COR,
RP4962,TRANSMISOR DE PRESION DIFERENCIAL YOKOGAWA EJA110E-DMS4J-617ND/D4/HE,2,UNIDAD,REPUESTOS,05/09/2025,"40,593.96",COR,
RP4963,VALVULA DE CONTROL MODULANTE NN65 CON POSICIONADOR EP UNICON V200,1,UNIDAD,REPUESTOS,05/09/2025,"265,960.40",COR,
RP4966,SOPORTE TWX4 WNMX ISCAR,1,UNIDAD,REPUESTOS,24/09/2025,248,COR,
RP4967,SELLO RETENEDOR BAJA VELOCIDAD 110X145X15,5,UNIDAD,REPUESTOS,27/09/2025,"2,300.06",COR,
RP4968,SELLO DEFLECTOR DE ACEITE 618-620,5,UNIDAD,REPUESTOS,27/09/2025,"4,863.75",COR,
RP4970,MOTOR TOSHIBA 20 HP MOD.0202SDJR41M-P,1,UNIDAD,REPUESTOS,10/10/2025,"61,950.00",COR,
RP4971,MANGUERA HIDRAULICA 1/2 PulgadasX15FT,12,UNIDAD,REPUESTOS,15/10/2025,"2,498.59",COR,
RP4973,MANGUERA HIDRAULICA 5/8 PulgadasX30 Pulgadas,8,UNIDAD,REPUESTOS,29/10/2025,"1,401.09",COR,
RP4974,MEDIDOR DE FLUJO 6 Pulgadas MOD.IMAG4700,1,UNIDAD,REPUESTOS,29/10/2025,"128,100.00",COR,
RP514,PERNO METRICO 20X65 HEX COMPLETO,36,UNIDAD,REPUESTOS,17/03/2020,81.48,COR,
RP520,ZAPATA PARA CABLE AMP INFRA 5ZAP-500,1,UNIDAD,REPUESTOS,21/03/2020,157.91,COR,
RP523,CONCHAS DE BIELA STD MOTOR JONH DEERE TRE65908,7,UNIDAD,REPUESTOS,10/09/2020,531.25,COR,
RP531,PERNO DE BRAZO DE BIELA JONH DEERE TRE114083,8,UNIDAD,REPUESTOS,25/03/2020,95,COR,
RP532,CORREA A24,7,UNIDAD,REPUESTOS,25/03/2020,1.62,USD,
RP538,BUJE DE MOTOR MAHLE R119874,1,UNIDAD,REPUESTOS,28/03/2020,10,USD,
RP539,VALVULA DE ADMISION MAHLE R98062,4,UNIDAD,REPUESTOS,28/03/2020,12.4,USD,
RP540,VALVULA DE EMISION MAHLE R90692,4,UNIDAD,REPUESTOS,28/03/2020,13.28,USD,
RP541,SELLO DE VALVULA DANA CLASER RE1617,8,UNIDAD,REPUESTOS,28/03/2020,1.72,USD,
RP545,FILTRO HYD 7437000176,1,UNIDAD,REPUESTOS,26/01/2021,"2,858.98",COR,
RP555,KIT SELLOS SWIVEL 7373000072,1,UNIDAD,REPUESTOS,30/03/2022,512.34,USD,
RP569,RUEDA DENTADA (SPROCKET) D160B38,1,UNIDAD,REPUESTOS,04/04/2020,"70,096.70",COR,
RP570,RUEDA DENTADA (SPROCKET) D160B26,1,UNIDAD,REPUESTOS,04/04/2020,"60,542.58",COR,
RP571,EMBALAJE DE GOMA 7880089,1,UNIDAD,REPUESTOS,04/04/2020,232.55,COR,
RP572,CONO DISEÑADOR 200 - 788006602,1,UNIDAD,REPUESTOS,04/04/2020,"37,912.30",COR,
RP573,MANGUERA FLEXIBLE 3/4  - 7880133,1,UNIDAD,REPUESTOS,04/04/2020,"4,012.39",COR,
RP574,EMBALAJE,1,UNIDAD,REPUESTOS,04/04/2020,"1,012.73",COR,
RP576,PERNO COMPLETO 1/2 X2 1/2,305,UNIDAD,REPUESTOS,26/01/2023,27.324,COR,
RP579,POLEA RE505264,1,UNIDAD,REPUESTOS,22/04/2020,"2,433.55",COR,
RP580,FILTRO COMBUSTIBLE RE509031,4,UNIDAD,REPUESTOS,22/04/2020,"1,017.45",COR,
RP581,CORREA R123432,4,UNIDAD,REPUESTOS,04/11/2020,"2,503.45",COR,
RP582,FILTRO AIRE AT225338,4,UNIDAD,REPUESTOS,22/04/2020,"3,027.07",COR,
RP583,FILTRO AIRE AT225339,4,UNIDAD,REPUESTOS,11/09/2024,"1,594.50",COR,
RP585,FILTRO AGUA 326 - 1644,4,UNIDAD,REPUESTOS,01/04/2024,54.44,USD,
RP586,FILTRO COMBUSTIBLE 1R - 0762,4,UNIDAD,REPUESTOS,01/04/2024,42.89,USD,
RP588,PERNO ALLEN 3/16X1 Pulgadas GR-8,198,UNIDAD,REPUESTOS,30/04/2020,1.71,COR,
RP589,TUERCA 3/16 GR-8,200,UNIDAD,REPUESTOS,30/04/2020,0.19,COR,
RP590,ARANDELA PRESION 3/16 GR-8,239,UNIDAD,REPUESTOS,30/04/2020,0.25,COR,
RP591,ARANDELA PLANA 3/16 GR-8,227,UNIDAD,REPUESTOS,30/04/2020,0.24,COR,
RP594,ARANDELA PRESION 1/4 HEX GR-8,488,UNIDAD,REPUESTOS,16/07/2025,0.454,COR,
RP595,ARANDELA PLANA 1/4 HEX GR-8,315,UNIDAD,REPUESTOS,16/07/2025,0.972,COR,
RP620,MANOMETRO PSI,1,UNIDAD,REPUESTOS,01/11/2019,19.8,USD,
RP622,RETENEDOR,3,UNIDAD,REPUESTOS,11/04/2022,300,COR,
RP628,FILTRO DE AIRE,4,UNIDAD,REPUESTOS,12/02/2019,706.71,COR,
RP629,FILTRO DE COMBUSTIBLE,1,UNIDAD,REPUESTOS,12/02/2019,349.19,COR,
RP632,MANGUITO SKF,2,UNIDAD,REPUESTOS,08/10/2019,55.1,USD,
RP636,JUNTA ESPIROMETALICA DIFERENTE MEDIDA,14,UNIDAD,REPUESTOS,01/11/2019,514.05,COR,
RP639,MACHUELO DIFERENTES MEDIDA,3,UNIDAD,REPUESTOS,25/08/2019,94.7,COR,
RP640,CADENA SKF,1,UNIDAD,REPUESTOS,27/04/2020,713.87,USD,
RP641,CHICHA DE ENGRASE,75,UNIDAD,REPUESTOS,04/02/2020,13.93,COR,
RP643,ORING,8,UNIDAD,REPUESTOS,06/03/2019,4.5,USD,
RP644,PERNO COMPLETO,28,UNIDAD,REPUESTOS,05/09/2019,30,COR,
RP657,CANDADO SKF,10,UNIDAD,REPUESTOS,11/04/2018,"1,303.47",COR,
RP674,CORREA A35,12,UNIDAD,REPUESTOS,30/05/2020,85,COR,
RP684,PARCHE TL135,7,UNIDAD,REPUESTOS,21/04/2017,411.58,COR,
RP689,VALVULA HF  DE COMPUERTA DE 4 Pulgadas,2,UNIDAD,REPUESTOS,01/02/2023,234.45,USD,
RP693,CORREA 4N-8216,7,UNIDAD,REPUESTOS,01/01/2020,"1,167.98",COR,
RP703,TERMOMETRO INFRAROJO FLUKE 62,1,UNIDAD,REPUESTOS,09/07/2025,"8,111.18",COR,
RP715,FILTRO DE AIRE 17801-0C010,1,UNIDAD,REPUESTOS,05/06/2020,38.57,USD,
RP716,CHICHARRA 24 VOLTIOS,1,UNIDAD,REPUESTOS,14/01/2020,750,COR,
RP721,VALVULA CHECK BRONCE 4 Pulgadas,1,UNIDAD,REPUESTOS,25/08/2022,219.79,USD,
RP734,BANDA VARIABLE 1922V321,1,UNIDAD,REPUESTOS,14/06/2017,"2,329.31",COR,
RP746,RETENEDOR 100X120X13,21,UNIDAD,REPUESTOS,24/10/2025,14.536,USD,
RP751,ANILLO SKF 316577017505,2,UNIDAD,REPUESTOS,01/07/2017,200.84,COR,
RP753,SELLO MECANICO S-960 DE 35MM,2,UNIDAD,REPUESTOS,08/05/2019,260,USD,
RP772,BALINERA 6301,3,UNIDAD,REPUESTOS,19/01/2021,5.14,USD,
RP780,CAPACITADOR MARCHA CONTINUA,4,UNIDAD,REPUESTOS,25/03/2021,99.45,COR,
RP782,PERNO HEX METRICO  DIFERENTES  MEDIDAS,69,UNIDAD,REPUESTOS,23/12/2018,0.71,COR,
RP783,PERNO ALLEN INOX DIFERENTES MEDIDAS,51,UNIDAD,REPUESTOS,21/11/2018,45,COR,
RP784,SELLO MECANICO 1/2 Pulgadas,4,UNIDAD,REPUESTOS,30/06/2020,7,USD,
RP785,SELLO MECANICO 3/4 Pulgadas,6,UNIDAD,REPUESTOS,03/12/2019,450,COR,
RP786,SELLO MECANICO 1 Pulgadas,9,UNIDAD,REPUESTOS,03/12/2019,517.5,COR,
RP787,SELLO MECANICO 1-1/2 Pulgadas,16,UNIDAD,REPUESTOS,15/01/2025,"2,080.00",COR,
RP792,PERNO HEX GR8 7/8X5,23,UNIDAD,REPUESTOS,23/10/2019,69.29,COR,
RP804,BALINERA SKF 0332698,2,UNIDAD,REPUESTOS,27/11/2017,"3,521.19",COR,
RP805,BALINERA SKF 0641493,2,UNIDAD,REPUESTOS,19/11/2022,722.89,USD,
RP809,PLACA DE BROCE GANCHO HIDRAULICO,2,KIT,REPUESTOS,30/07/2018,"8,407.50",COR,
RP811,CHAMBER T30EY,1,UNIDAD,REPUESTOS,12/11/2018,"1,500.00",COR,
RP813,REPARACION VALVULA LKT-1137,2,KIT,REPUESTOS,04/08/2017,160,COR,
RP817,VALVULA CHECK 1 Pulgadas,11,UNIDAD,REPUESTOS,13/10/2021,53.802,USD,
RP821,MANGUERA NAILON 1/2 Pulgadas,20,PIE,REPUESTOS,21/11/2019,40.38,COR,
RP822,MANGUERA NAILON 5/8 Pulgadas,12,PIE,REPUESTOS,04/08/2017,74.51,COR,
RP823,UNION RECTA 5/8 Pulgadas,7,UNIDAD,REPUESTOS,04/08/2017,34.86,COR,
RP825,UNION RECTA 3/8 Pulgadas,10,UNIDAD,REPUESTOS,29/12/2023,45.216,COR,
RP826,UNION RECTA 1/2 Pulgadas,6,UNIDAD,REPUESTOS,29/12/2023,51.308,COR,
RP828,FILTRO HIDRAULICO BALDWIN BT8878MPG,1,UNIDAD,REPUESTOS,05/08/2017,"1,666.48",COR,
RP830,FILTRO DE AIRE BALDWIN PH4997,1,UNIDAD,REPUESTOS,05/08/2017,822.33,COR,
RP832,FILTRO DE ACEITE HASTINGS LF434,3,UNIDAD,REPUESTOS,05/08/2017,271.31,COR,
RP835,FILTRO DE AIRE HASTINGS AF491,2,UNIDAD,REPUESTOS,01/06/2018,760,COR,
RP842,PERNO HEX 7/16X5 GR8,13,UNIDAD,REPUESTOS,11/08/2017,34.7,COR,
RP843,PERNO HEX 7/16X3 GR8,18,UNIDAD,REPUESTOS,11/08/2017,14.1,COR,
RP845,PERNO HEX  1/2X4 GR8,2,UNIDAD,REPUESTOS,11/08/2017,26.34,COR,
RP847,PERNO ALLEN 7/16X1/2 GR8,6,UNIDAD,REPUESTOS,11/08/2017,6.03,COR,
RP848,PERNO HEX 3/4X1-1/2 GR8,10,UNIDAD,REPUESTOS,11/08/2017,34.41,COR,
RP849,PERNO HEX 3/4X2,442,UNIDAD,REPUESTOS,23/10/2019,20.87,COR,
RP851,FILTRO DE COMBUSTIBLE FF1154,6,UNIDAD,REPUESTOS,12/11/2024,672,COR,
RP852,FILTRO ACEITE LF1000,1,UNIDAD,REPUESTOS,01/06/2018,"1,753.38",COR,
RP853,FILTRO DE AIRE AF785,5,UNIDAD,REPUESTOS,12/11/2024,"1,687.73",COR,
RP854,FILTRO DE AGUA WC17,4,UNIDAD,REPUESTOS,24/08/2017,326.2,COR,
RP860,URETHANE SPIDER,6,UNIDAD,REPUESTOS,08/07/2020,86.25,USD,
RP864,BOMBILLO DE FRENO,2,UNIDAD,REPUESTOS,08/09/2017,384.75,COR,
RP878,FILTRO 1/4  DE 40 MICRAS CON MANOMETRO 7-125PSI,1,UNIDAD,REPUESTOS,30/01/2020,77.41,USD,
RP879,FILTRO 1/4  DE 40 MICRAS CON MANOMETRO PSI /BAR,3,UNIDAD,REPUESTOS,30/01/2020,31.82,USD,
RP883,VALVULA SELENOIDE DE AIRE AGUA ACEITE Y GASES,1,UNIDAD,REPUESTOS,18/08/2018,120,USD,
RP888,VALVULA DE CIERRE RAPIDO AC 1/2 Pulgadas RSC,4,UNIDAD,ACCESORIOS,13/04/2023,13.04,USD,
RP890,ARANDELA PRESION M10,173,UNIDAD,REPUESTOS,07/02/2020,1.64,COR,
RP891,IMPULSOR PARA BOMBA DE AGUA,6,UNIDAD,REPUESTOS,30/01/2018,304.35,USD,
RP915,BANDA 6 CARRILES,2,UNIDAD,REPUESTOS,18/10/2017,"1,150.00",COR,
RP924,DIAFRAGMA PARA ACTUADOR SAMSON 3241,1,UNIDAD,REPUESTOS,04/11/2017,851.77,USD,
RP926,SEPARADOR 10X16X34,1,UNIDAD,REPUESTOS,04/11/2017,25.15,USD,
RP935,TRICOS,1,UNIDAD,REPUESTOS,29/03/2022,150,COR,
RP936,CABLE ORIGINAL DE SWAPLOADER X 2.5 METROS,2,UNIDAD,REPUESTOS,10/08/2019,189.72,USD,
RP954,TERMINAL PARA MANGUERA 3/8,3,JUEGO,REPUESTOS,, -   ,,
RP958,TENSOR 3/16,3,UNIDAD,REPUESTOS,, -   ,,
RP961,FILTRO DE ACEITE 90915-YZZD2,3,UNIDAD,REPUESTOS,06/08/2025,258.75,COR,
RP964,BALINERA SKF 7316577758835,12,UNIDAD,REPUESTOS,22/09/2021,11.46,USD,
RP967,ABRAZADERA 6 PulgadasX1,1,UNIDAD,REPUESTOS,, -   ,,
RP968,FILTRO AGUA 145 PSI,1,UNIDAD,REPUESTOS,, -   ,,
RP969,GRILLETE 3/8 Pulgadas,3,UNIDAD,REPUESTOS,22/10/2025,35.13,COR,
RP974,BARRA 19X15X560MM,28,UNIDAD,REPUESTOS,27/12/2017,389.37,COR,
RP975,BARRA25X490MM,44,UNIDAD,REPUESTOS,27/12/2017,331.92,COR,
RP976,BARRA 20X49MM,37,UNIDAD,REPUESTOS,27/12/2017,312.77,COR,
RP977,PLATO PARA MOLINO,8,UNIDAD,REPUESTOS,06/07/2023,"2,872.48",COR,
RP999,LAMPARA PI DE VIA RH 37270,2,UNIDAD,REPUESTOS,27/08/2021,77.46,USD,
RPB004,HIGH PRESSURE WORM-HARD FACED (EK200K) P/N 1-4 / 2-4,15,PIEZA,REPUESTOS MUAR BAN L,22/09/2020,"12,963.23",COR,
RPB017,BOLT & NUT (EK-200-K)P/N 1A,34,PIEZA,REPUESTOS MUAR BAN L,25/09/2018,33,COR,
RPB020,REINFORCEMENT RIB (EK200K) P/N 32-34,4,JUEGO,REPUESTOS MUAR BAN L,22/09/2020,"27,647.14",COR,
RPB030,STAY BOLTS & NUT (EK-200-K) P/N 30 - 31,6,PIEZA,REPUESTOS MUAR BAN L,22/09/2020,"76,485.05",COR,
RPB031,FEED CAGE SCRAPER (2PC/SET)(EK-200-K)P/N 37,21,JUEGO,REPUESTOS MUAR BAN L,06/07/2021,785.05,COR,
RPB042,SPHERICAL ROLLER THRUST BEARING 29428 (EK200K) P/N 23 NSK,5,PIEZA,REPUESTOS MUAR BAN L,22/09/2020,"45,151.86",COR,
RPB043,GREASE RESERVOIR (EK-200-K)P/N 25,4,PIEZA,REPUESTOS MUAR BAN L,25/09/2018,"4,799.71",COR,
RPB044,STAY PIPE (LONG) (EK-200-K)P/N 28,8,PIEZA,REPUESTOS MUAR BAN L,25/09/2018,"1,443.15",COR,
RPB047,PULLEY FOR MOTOR 5PC X 224MMDIA (1ST & 2ND PRESSING)(EK-200-K),1,PIEZA,REPUESTOS MUAR BAN L,25/09/2018,"10,830.98",COR,
RPB048,PULLEY FOR GEARBOX 5SPC X 280MM DIA (1ST PRESSING)(EK-200-K),1,PIEZA,REPUESTOS MUAR BAN L,25/09/2018,"12,221.95",COR,
RPB049,PULLEY FOR GEARBOX 5SPC X 355MM DIA (2ND PRESSING)(EK-200-K),3,PIEZA,REPUESTOS MUAR BAN L,25/09/2018,"15,873.55",COR,
RPB050,SPC BELT 2120MML (EK-200-K),17,PIEZA,REPUESTOS MUAR BAN L,22/09/2020,"1,884.04",COR,
RPB051,BUTTERFLY VALVE RUBBER SEAL DN500 (NYB30)P/N 19,1,PIEZA,REPUESTOS MUAR BAN L,25/11/2016,"55,042.43",COR,
RPB052,TOP COVER RUBBER SEAL (NYB30)P/N 18,2,PIEZA,REPUESTOS MUAR BAN L,25/11/2016,"6,609.42",COR,
RPB053,VIBRATOR (NYB30)P/N 15,2,PIEZA,REPUESTOS MUAR BAN L,25/09/2018,"20,501.40",COR,
RPB054,VIBRATOR RUBBEER  PulgadasO Pulgadas RING (2PCS/SET) (NYB30)P/N 15-1,15,JUEGO,REPUESTOS MUAR BAN L,25/09/2018,174.89,COR,
RPB055,VIBRATOR RUBBER PLATE (NYB30)P/N 15-2,30,PIEZA,REPUESTOS MUAR BAN L,25/09/2018,349.49,COR,
RPB056,VIBRATOR RUBBER SEAL (NYB30)P/N 15-3,31,PIEZA,REPUESTOS MUAR BAN L,25/09/2018,218.8,COR,
RPB057,VIBRATOR RUBBER BUSH (2PCS/SET) (NYB30)P/N 15-5,30,JUEGO,REPUESTOS MUAR BAN L,25/09/2018,351.47,COR,
RPB058,FILTER PLATE RUBBER  PulgadasO Pulgadas RING (15PCS/SET) (NYB30)P/N 10-1,8,JUEGO,REPUESTOS MUAR BAN L,25/09/2018,"1,306.88",COR,
RPB059,VIBRATOR TENSIL ROD (NYB30),6,PIEZA,REPUESTOS MUAR BAN L,30/06/2020,"5,949.25",COR,
RPB066,DRIVE KEY (EK-200-K) P/N 10,4,UNIDAD,REPUESTOS MUAR BAN L,28/08/2020,293.33,COR,
RPB068,JAM NUT (EK200K) P/N 58,3,UNIDAD,REPUESTOS MUAR BAN L,22/09/2020,"2,396.95",COR,
RPB076,BOLT (EK200K) P/N 21A,1,UNIDAD,REPUESTOS MUAR BAN L,22/09/2020,14.02,COR,
RPM005,TRANSMISSION CHAIN CONNECTOR 160-1R (DID),3,PIEZA,REPUESTOS MODIPALM,15/09/2016,329.63,COR,
RPM008,SKF BEARING SNL 513,2,PIEZA,REPUESTOS MODIPALM,15/09/2016,"5,732.76",COR,
RPM012,LOCK NUT KM20,2,PIEZA,REPUESTOS MODIPALM,15/09/2016,682.2,COR,
RPM013,LOCK WASHER MB20,2,PIEZA,REPUESTOS MODIPALM,15/09/2016,106.06,COR,
RPM016,FLUID COUPLING 12KSO,1,PIEZA,REPUESTOS MODIPALM,16/09/2021,"42,193.26",COR,
RPM019,23948 BEARING,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"26,399.36",COR,
RPM024,TRANSMISSION CHAIN CONNECTOR 160-1 R (DID),12,PIEZA,REPUESTOS MODIPALM,14/01/2021,452.79,COR,
RPM025,SKF BEARING SNL515,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"6,764.66",COR,
RPM027,PULLEY SPB 280 X 4 C/w BUSH 3020 (060),1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"2,330.37",COR,
RPM031,SKF BEARING SNL511,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"4,672.20",COR,
RPM036,PULLEY SPB 180 X 3 C/W BUSH 2517 (050,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,980.3,COR,
RPM049,BOLT & NUT (M/STEEl) 1 Pulgadas X 14 Pulgadas,73,PIEZA,REPUESTOS MODIPALM,14/01/2021,155.88,COR,
RPM058,VORTEX FINDER FOR HYDROCYClONE,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"3,840.95",COR,
RPM065,6 Pulgadas CAST STEEL SPROCKET 16 TEETH (090.05),4,PIEZA,REPUESTOS MODIPALM,07/03/2022,"26,408.94",COR,
RPM082,MECHANICAL SEAL FOR KSSR 40-200,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"1,949.14",COR,
RPM085,FFB CONDITIONER SPUR GEAR 0735X090 (48TEETH),1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"35,199.15",COR,
RPM088,SPRAY NOZZLE FOR VACUUM OIL DRYER,10,PIEZA,REPUESTOS MODIPALM,14/01/2021,"3,154.66",COR,
RPM094,MECHANICAL SEAL LPHX 55320 (1 L & 1R),5,SET,REPUESTOS MODIPALM,14/01/2021,"18,297.03",COR,
RPM096,HYDROCYCLONE CONE -050,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"8,513.15",COR,
RPM097,HYDROCYCLONE CONE -065,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"8,513.15",COR,
RPM104,18 Pulgadas FLEXIBLE COUPLING (COMPLETE WITH BOLT  NUT  RUBBER BUSH),2,SET,REPUESTOS MODIPALM,31/12/2017,"24,536.21",COR,
RPM105,6 Pulgadas CAST STEEL SPROCKET 16 TEETH (0100.05),4,PIEZA,REPUESTOS MODIPALM,07/03/2022,"26,408.94",COR,
RPM109,TRANSMISSION SPROCKET 160-1 R 40 TEETH (0100.02),1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"17,588.11",COR,
RPM114,HIGH SPEED COUPLING O-RING FOR TURBINE 1200KW,2,PIEZA,REPUESTOS MODIPALM,15/09/2016,"2,264.44",COR,
RPM115,LOW SPEED COUPLING O-RING FOR TURBINE 1200KW,2,PIEZA,REPUESTOS MODIPALM,15/09/2016,"2,465.09",COR,
RPM116,OIL COOLER O-RING FOR TURBINE 1200KW,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"2,551.08",COR,
RPM117,STEAM CHEST GAKSET FOR TURBINE 1200KW,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"5,933.41",COR,
RPM118,OIL FILTER ELEMENT FOR TURBINE 1200KW,2,PIEZA,REPUESTOS MODIPALM,17/06/2025,"5,331.47",COR,
RPM120,AUTOMATIC VOLTAGE REGULA TOR FOR TURBINE 1200KW,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"51,193.55",COR,
RPM121,RECTIFIER SERVICE KIT FOR TURBINE 1200KW,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,"19,663.37",COR,
RPM122,CBT322 TAKE UP BEARING C/w BEARING HOUSING  COVER & OIL SEAL,4,UNIDAD,REPUESTOS MODIPALM,15/09/2016,"15,421.12",COR,
RPM126,10 MG MESH 60 Pulgadas WELDED SCREEN,6,PIEZA,REPUESTOS MODIPALM,29/01/2025,"17,886.94",COR,
RPM127,20 MG MESH 60 Pulgadas WELDED SCREEN,5,PIEZA,REPUESTOS MODIPALM,29/01/2025,"17,886.94",COR,
RPM131,LIFTING TOOLS,1,PIEZA,REPUESTOS MODIPALM,15/09/2016,429.96,COR,
RPM133,STEAM COIL FOR BOILER FEED WATER TANK (S/STEEL),1,SET,REPUESTOS MODIPALM,15/09/2016,"6,306.04",COR,
RPM140,MILTON FOOT VALVE ASSEMBLY 1/2 Pulgadas PVC - P/N: 38026 / 38033,3,JUEGO,REPUESTOS MODIPALM,11/12/2016,"1,814.57",COR,
RPM141,MILTON INJECTION VALVE ASSEMBLY 1/2 Pulgadas PVC,6,PIEZA,REPUESTOS MODIPALM,31/12/2017,"1,959.73",COR,
RPM142,N / S LMI / MILTON ROY 5 METROS DE CONECTOR DE TUBERÍA Y COBRE DE 1/2  PulgadasPARA ASEGURAR LA ENTRADA / SA,1,PIEZA,REPUESTOS MODIPALM,11/12/2016,362.91,COR,
RPM157,FLANGE (JIS10K) BLIND - 12 Pulgadas,2,PIEZA,REPUESTOS MODIPALM,11/12/2016,"1,016.16",COR,
RPM162,GENERAL PURPOSE MANOMETER  BOTTOM CONNECTION  BRASS TUBE,2,PIEZA,REPUESTOS MODIPALM,31/12/2017,580.66,COR,
RPM163,BLACK STEEL BOX CONNECTION  6  PulgadasCALIBER MALE BRASS RANGE,3,PIEZA,REPUESTOS MODIPALM,, -   ,,
RPM164,SIPHON  CARBON STEEL BSPT 3/8  PulgadasMALE CONNECTION,1,PIEZA,REPUESTOS MODIPALM,, -   ,,
RPM165,GENERAL PURPOSE PRESSURE GAUGE  BOTTOM CONNECTION  BRASS TUBE,3,PIEZA,REPUESTOS MODIPALM,, -   ,,
RPM166,CONNECTION 6  PulgadasBLACK STEEL DIAL CASE  RANGE 0-30 KG / CM2 AND PSIG,2,PIEZA,REPUESTOS MODIPALM,31/12/2017,580.66,COR,
RPM167,CONNECTION 6  PulgadasBLACK STEEL DIAL CASE  RANGE 0-30 KG / CM2 AND PSI BRASS GAUGE ROOSTER,1,PIEZA,REPUESTOS MODIPALM,, -   ,,
RPM169,STRAIGHT COUPLING (HDPE) 110MM (PN 16 PE100),10,PIEZA,REPUESTOS MODIPALM,, -   ,,
RPM185,TRANSMISSION SPROCKET 160-1R 50 TEETH (100.02),1,PIEZA,REPUESTOS MODIPALM,14/01/2021,"18,408.37",COR,
RPM219,CB15T BUSH (CAST IRON) Ø85X75X60L & CONNECTOR,63,UNIDAD,REPUESTOS MODIPALM,29/01/2025,"1,039.77",COR,
